patent_id,patent_type,patent_date,patent_title,year
10000834,utility,2018-06-19,Bulk nickel-chromium-phosphorus glasses bearing niobium and boron exhibiting high strength and/or high thermal stability of the supercooled liquid,2018
10000835,utility,2018-06-19,Cooling method and cooling device for Al alloy manufactured casting,2018
10000836,utility,2018-06-19,Low-cost fine-grain weak-texture magnesium alloy sheet and method of manufacturing the same,2018
10000837,utility,2018-06-19,Methods and apparatus for forming bulk metallic glass parts using an amorphous coated mold to reduce crystallization,2018
10000838,utility,2018-06-19,Titanium alloys exhibiting resistance to impact or shock loading,2018
10000839,utility,2018-06-19,Thermal spray composition and component made therewith,2018
10000840,utility,2018-06-19,Piston ring for internal combustion engines,2018
10000841,utility,2018-06-19,Hydrophilic-hydrophobic transformable composite film and the method of fabricating the same,2018
10000842,utility,2018-06-19,"Oxide sintered body, sputtering target, and oxide semiconductor thin film obtained using sputtering target",2018
10000843,utility,2018-06-19,Coating process for non-conductive substrates and devices made from the coating process,2018
10000844,utility,2018-06-19,"Magnetic field generator, magnetron cathode and spattering apparatus",2018
10000845,utility,2018-06-19,MOCVD system for growth of III-nitride and other semiconductors,2018
10000846,utility,2018-06-19,"Method for producing a tribologically distressed laminate, a laminate and use of an organometallic compound for producing a functional layer of the laminate",2018
10000847,utility,2018-06-19,Graphite susceptor,2018
10000848,utility,2018-06-19,Method and use of a binder for providing a metallic coat covering a surface,2018
10000849,utility,2018-06-19,"Laminate, packaging material using the same and production process for the same",2018
10000850,utility,2018-06-19,Deposition method and method of manufacturing a catalyst wire for a catalytic chemical vapor deposition apparatus,2018
10000851,utility,2018-06-19,Cold spray manufacturing of MAXMET composites,2018
10000852,utility,2018-06-19,Method of forming metal deposits on ultrahard materials,2018
10000853,utility,2018-06-19,System and method for controllable non-volatile metal removal,2018
10000854,utility,2018-06-19,Method for preventing elution of Bi from copper alloy,2018
10000855,utility,2018-06-19,Multi-stack electrochemical compressor system and method for operating,2018
10000856,utility,2018-06-19,Electrochemical cell having a cascade seal configuration and hydrogen reclamation,2018
10000857,utility,2018-06-19,Segmented capping board and contact bar assembly and methods in hydrometallurgical refining,2018
10000858,utility,2018-06-19,"Bath for surface treatment, method of producing surface-treated steel plate by using the bath for surface treatment, and surface treated steel plate produced by the same method",2018
10000859,utility,2018-06-19,Hard aluminum films formed using high current density plating,2018
10000860,utility,2018-06-19,Methods of electrochemical deposition for void-free gap fill,2018
10000861,utility,2018-06-19,Coated substrate for packaging applications and a method for producing said coated substrate,2018
10000862,utility,2018-06-19,Method of making quantum dots,2018
10000863,utility,2018-06-19,"Method for cleaning single crystal pulling apparatus, cleaning tool for use therein, and method for manufacturing single crystal",2018
10000864,utility,2018-06-19,Group 13 element nitride crystal layer and function element,2018
10000865,utility,2018-06-19,Apparatus for producing nanobodies via shear flow formation,2018
10000866,utility,2018-06-19,Drafting device for spinning-knitting machines,2018
10000867,utility,2018-06-19,Device and method for determining the diameter of a yarn balloon formed by a running yarn at a workstation of a textile machine,2018
10000868,utility,2018-06-19,Reinforcing cord for rubber and rubber product using the same,2018
10000869,utility,2018-06-19,Industrial two-layered fabric,2018
10000870,utility,2018-06-19,Conductive line stitching method,2018
10000871,utility,2018-06-19,Sewing machine and thread spool device,2018
10000872,utility,2018-06-19,Sewing machine,2018
10000873,utility,2018-06-19,Apparatus for the treatment of strand-like textile material,2018
10000874,utility,2018-06-19,Tubless washing machine,2018
10000875,utility,2018-06-19,Washing machine appliance out-of-balance detection,2018
10000876,utility,2018-06-19,Washing machine appliance out-of-balance detection,2018
10000877,utility,2018-06-19,Washing machine appliance out-of-balance detection,2018
10000879,utility,2018-06-19,Laundry treating apparatus,2018
10000880,utility,2018-06-19,Laundry wash water recycle system,2018
10000881,utility,2018-06-19,Method for antimicrobial fabric application,2018
10000882,utility,2018-06-19,Method for operating a washing machine,2018
10000883,utility,2018-06-19,Overflow pan for an appliance,2018
10000884,utility,2018-06-19,Washing machine,2018
10000885,utility,2018-06-19,Washing machine and washing method thereof,2018
10000886,utility,2018-06-19,Fastener for hanging clothes,2018
10000887,utility,2018-06-19,Hair extension drying apparatus,2018
10000888,utility,2018-06-19,Applique to provide a design on a fabric,2018
10000889,utility,2018-06-19,High yield and enhanced performance fiber,2018
10000890,utility,2018-06-19,Low viscosity kraft fiber having reduced yellowing properties and methods of making and using the same,2018
10000891,utility,2018-06-19,Biomass process optimisation,2018
10000892,utility,2018-06-19,Evacuated tube and capsule having interchange capability,2018
10000893,utility,2018-06-19,Machine for preparing and laying a bituminous carpet for closing micro-trenches,2018
10000894,utility,2018-06-19,"Spray bar assembly for machine system, and method",2018
10000895,utility,2018-06-19,Rotating hydraulic gear motor,2018
10000896,utility,2018-06-19,Two-layer concrete pavement forming device and pavement method using normal concrete and high-performance concrete,2018
10000897,utility,2018-06-19,Driving device in a self-propelled construction machine and method for setting a speed ratio in such a driving device,2018
10000898,utility,2018-06-19,Ground milling machine and method for adjusting the stripping plate of a ground milling machine,2018
10000899,utility,2018-06-19,Fire protection device for a structural cable,2018
10000900,utility,2018-06-19,Handheld blower having engine cooling flow,2018
10000901,utility,2018-06-19,Snow shovel,2018
10000902,utility,2018-06-19,Removable dock bracket support,2018
10000903,utility,2018-06-19,Casing assembly for forming CIP retaining wall and method for forming CIP retaining walls using the casing assembly,2018
10000904,utility,2018-06-19,Securing system for basketball pole,2018
10000905,utility,2018-06-19,Cutterhead debris guard,2018
10000906,utility,2018-06-19,Shovel,2018
10000907,utility,2018-06-19,Lift arm vehicle window,2018
10000908,utility,2018-06-19,Hybrid-type working machine,2018
10000909,utility,2018-06-19,Control device for hydraulic equipment,2018
10000910,utility,2018-06-19,Shovel,2018
10000911,utility,2018-06-19,Abnormality diagnostic system for work system of construction machinery and method using the same,2018
10000912,utility,2018-06-19,Freeze prediction system,2018
10000913,utility,2018-06-19,Magnetic docking faucet,2018
10000914,utility,2018-06-19,Plumbing fixture with user interface,2018
10000916,utility,2018-06-19,Auxiliary water receptacle apparatus,2018
10000917,utility,2018-06-19,"Systems, devices, and/or methods for managing toilet fragrances",2018
10000918,utility,2018-06-19,"Toilet system for a lavatory of a vehicle, lavatory of a vehicle, and aircraft with such a lavatory",2018
10000919,utility,2018-06-19,Connection structure of column and beam and method for connecting column and beam,2018
10000920,utility,2018-06-19,Fire-fighting wall-casing system,2018
10000921,utility,2018-06-19,Expansion joint seal system with internal intumescent springs providing fire retardancy,2018
10000922,utility,2018-06-19,Construction boards with coated inorganic facer,2018
10000923,utility,2018-06-19,Fire blocking reveal,2018
10000924,utility,2018-06-19,Establishing barriers with modular wall structures,2018
10000925,utility,2018-06-19,Moisture collection and drainage system within an exterior stucco wall construction,2018
10000926,utility,2018-06-19,Retractable roof system,2018
10000927,utility,2018-06-19,Modular construction block,2018
10000928,utility,2018-06-19,Tie for composite wall system that is both screwable and axially pushable,2018
10000929,utility,2018-06-19,Shingle with reinforcement member,2018
10000930,utility,2018-06-19,Spaced vent for metal roofs,2018
10000931,utility,2018-06-19,Apparatus and method for moss remediation,2018
10000932,utility,2018-06-19,"Device for fixing a gutter to a building construction, building construction with such a device, fixing member, support member",2018
10000933,utility,2018-06-19,Flatpack gutter trap,2018
10000934,utility,2018-06-19,Peripheral sealing gland for elongate objects passing through a surface or beyond a pipe end,2018
10000935,utility,2018-06-19,Vertical joint system and associated surface covering system,2018
10000936,utility,2018-06-19,"Floor panel, as well as method, device and accessories for manufacturing such floor panel",2018
10000937,utility,2018-06-19,Inflatable connector,2018
10000938,utility,2018-06-19,Concrete void forming method and device,2018
10000939,utility,2018-06-19,Single container wind resistant modular ISO building,2018
10000940,utility,2018-06-19,Business productivity room,2018
10000941,utility,2018-06-19,Modular storage system,2018
10000942,utility,2018-06-19,Collapsible all-terrain cot or tent apparatus,2018
10000943,utility,2018-06-19,Beautification and privacy fence panel system and uses thereof,2018
10000944,utility,2018-06-19,Gate latch,2018
10000945,utility,2018-06-19,Universal electronics lock,2018
10000946,utility,2018-06-19,Arresting element and handle,2018
10000947,utility,2018-06-19,Auto-lock system for door window frame lateral retention,2018
10000948,utility,2018-06-19,Crash safety locking device for a motor vehicle door,2018
10000949,utility,2018-06-19,Apparatus and method for preventing undesired engagement of hold open lever in a latch,2018
10000950,utility,2018-06-19,Latch assembly and tailgate for vehicle,2018
10000952,utility,2018-06-19,Hinge kit and related methods,2018
10000953,utility,2018-06-19,Micro-hinge for an electronic device,2018
10000954,utility,2018-06-19,Micro-hinge for an electronic device,2018
10000955,utility,2018-06-19,Biaxial hinge and terminal device using the same,2018
10000956,utility,2018-06-19,"Break away door, trip unit and circuit breaker assembly including same",2018
10000957,utility,2018-06-19,Door closer assembly,2018
10000958,utility,2018-06-19,Intelligent sensing edge and control system,2018
10000959,utility,2018-06-19,Vehicle door opening and closing control device,2018
10000960,utility,2018-06-19,Drive device for a movable barrier,2018
10000961,utility,2018-06-19,Temperature control for powered vehicle doors,2018
10000962,utility,2018-06-19,Guiding device for a sliding door,2018
10000963,utility,2018-06-19,Two part spacer with overlapping surfaces,2018
10000964,utility,2018-06-19,Connectors for spacers of insulating glass units and spacer comprising a connector for an insulating glass unit,2018
10000965,utility,2018-06-19,Insulating glass unit transparent conductive coating technology,2018
10000967,utility,2018-06-19,Curtain blinds spring motor elasticity maintaining structure,2018
10000968,utility,2018-06-19,Electromechanical actuator and home automation installation comprising such an electromechanical actuator,2018
10000969,utility,2018-06-19,Access control apparatus,2018
10000970,utility,2018-06-19,Downhole drilling assembly with motor powered hammer and method of using same,2018
10000971,utility,2018-06-19,Steering tool with eccentric sleeve and method of use,2018
10000972,utility,2018-06-19,Downhole adjustable bent motor,2018
10000973,utility,2018-06-19,Reamer for use in drilling operations,2018
10000974,utility,2018-06-19,Methods for forming earth-boring tools having cutting elements mounted in cutting element pockets and tools formed by such methods,2018
10000975,utility,2018-06-19,Cutting element,2018
10000976,utility,2018-06-19,Cutting element,2018
10000977,utility,2018-06-19,Drill bit with self-adjusting pads,2018
10000978,utility,2018-06-19,Tubular centralizer,2018
10000979,utility,2018-06-19,Earth drilling device and method,2018
10000980,utility,2018-06-19,Conveyor apparatus,2018
10000981,utility,2018-06-19,Back pressure control system,2018
10000982,utility,2018-06-19,Release valve used in an inner tube assembly for use with a core barrel,2018
10000983,utility,2018-06-19,Flow back jet pump,2018
10000984,utility,2018-06-19,Wellbore fluid used with oil-swellable elements,2018
10000985,utility,2018-06-19,Protective sheath for logging tools,2018
10000986,utility,2018-06-19,Dual string section mill,2018
10000987,utility,2018-06-19,Blowout preventer monitoring system and method of using same,2018
10000988,utility,2018-06-19,Seal assemblies in subsea rotating control devices,2018
10000989,utility,2018-06-19,Resin system for composite downhole frac plug and bridge plug tools and related methods,2018
10000990,utility,2018-06-19,System and method for creating a sealing tubular connection in a wellbore,2018
10000991,utility,2018-06-19,Frac plug,2018
10000992,utility,2018-06-19,Downhole bypass tool,2018
10000993,utility,2018-06-19,Multi-gauge wrap wire for subterranean sand screen,2018
10000994,utility,2018-06-19,Multi-shot charge for perforating gun,2018
10000995,utility,2018-06-19,Completion systems including an expansion joint and a wet connect,2018
10000996,utility,2018-06-19,Flow device and methods of creating different pressure drops based on a direction of flow,2018
10000997,utility,2018-06-19,Longitudinal positioning tool for a rod string,2018
10000998,utility,2018-06-19,Recovery from a hydrocarbon reservoir,2018
10000999,utility,2018-06-19,Apparatus for the inductive heating of oil sand and heavy oil deposits by way of current-carrying conductors,2018
10001000,utility,2018-06-19,Simulating well system fluid flow based on a pressure drop boundary condition,2018
10001001,utility,2018-06-19,"Apparatus and method for perforating a wellbore casing, and method and apparatus for fracturing a formation",2018
10001002,utility,2018-06-19,Particle dust control with liquid binding agents,2018
10001003,utility,2018-06-19,Multl-stage fracture injection process for enhanced resource production from shales,2018
10001004,utility,2018-06-19,Closed loop model predictive control of directional drilling attitude,2018
10001005,utility,2018-06-19,Drill bit with hydraulically adjustable axial pad for controlling torsional fluctuations,2018
10001006,utility,2018-06-19,Ranging using current profiling,2018
10001007,utility,2018-06-19,Well logging with autonomous robotic diver,2018
10001008,utility,2018-06-19,System and method for providing broadband communications over power cabling,2018
10001009,utility,2018-06-19,Pumpable mine ventilation structure,2018
10001010,utility,2018-06-19,Axial piston machine utilizing a bent-axis construction with slippers on the drive flange,2018
10001011,utility,2018-06-19,Rotary piston engine with operationally adjustable compression,2018
10001012,utility,2018-06-19,Turbine wheel of an exhaust-gas turbocharger,2018
10001013,utility,2018-06-19,Turbine rotor blades with platform cooling arrangements,2018
10001014,utility,2018-06-19,Turbine bucket profile,2018
10001015,utility,2018-06-19,Drag reduction systems having fractal geometry/geometrics,2018
10001016,utility,2018-06-19,Turbomachine blade having a main body including a plane first attachment surface,2018
10001017,utility,2018-06-19,Turbomachine component with a stress relief cavity,2018
10001018,utility,2018-06-19,Hot gas path component with impingement and pedestal cooling,2018
10001019,utility,2018-06-19,Turbine rotor blade,2018
10001020,utility,2018-06-19,"Composite fan blade, including wheel and assembly characterized by same",2018
10001021,utility,2018-06-19,Barrier layer for a turbocharger,2018
10001022,utility,2018-06-19,Seals for gas turbine engine,2018
10001023,utility,2018-06-19,Grooved seal arrangement for turbine engine,2018
10001024,utility,2018-06-19,Abradable composition and seal of an axial-flow turbomachine compressor casing,2018
10001025,utility,2018-06-19,"Combined electricity, heat, and chill generation for a Rankine engine",2018
10001026,utility,2018-06-19,In-line shutoff valves,2018
10001027,utility,2018-06-19,Turbine engine comprising a device for braking the fan rotor,2018
10001028,utility,2018-06-19,Dual spring bearing support housing,2018
10001029,utility,2018-06-19,Bearing locking assemblies and methods of assembling the same,2018
10001030,utility,2018-06-19,Systems and methods for lubricating bearings of rotating equipment in gas processing systems,2018
10001031,utility,2018-06-19,Turbine casing and method of manufacturing thereof,2018
10001032,utility,2018-06-19,Water removal device for steam turbine,2018
10001033,utility,2018-06-19,Cylinder head,2018
10001034,utility,2018-06-19,Rocker arm assembly for use in a valvetrain of a cylinder head of an internal combustion engine,2018
10001035,utility,2018-06-19,Hydraulic lash adjuster,2018
10001036,utility,2018-06-19,Variable camshaft timing mechanism with a lock pin engaged by oil pressure,2018
10001037,utility,2018-06-19,Variable valve mechanism,2018
10001038,utility,2018-06-19,Heat-insulated system for lubricating rotating and oscillating components of a motor vehicle,2018
10001039,utility,2018-06-19,Drain bolt configured to be forcibly withdrawn,2018
10001040,utility,2018-06-19,Separator,2018
10001041,utility,2018-06-19,Engine device,2018
10001042,utility,2018-06-19,"Systems, methods, and apparatus for reductant dosing in an SCR aftertreatment system",2018
10001043,utility,2018-06-19,Method and device for operating exhaust gas sensors,2018
10001044,utility,2018-06-19,Exhaust gas post-processing apparatus and control method therefor,2018
10001045,utility,2018-06-19,Non-intrusive air/fuel sensor diagnostics,2018
10001046,utility,2018-06-19,Methods to adapt reductant injection controls for catalyst aging,2018
10001047,utility,2018-06-19,Multi-leg exhaust aftertreatment system and method,2018
10001048,utility,2018-06-19,Cyclonic thermal diffuser and method,2018
10001049,utility,2018-06-19,Heat insulator,2018
10001050,utility,2018-06-19,Piston cooling for opposed-piston engines,2018
10001051,utility,2018-06-19,Device and method for improving performance of a motor vehicle,2018
10001052,utility,2018-06-19,Combustion state estimation method,2018
10001053,utility,2018-06-19,Method and device for the purification of diesel exhaust gases,2018
10001054,utility,2018-06-19,Method and device for orienting an actuator of an exhaust-gas turbocharger,2018
10001055,utility,2018-06-19,Engine-driven working machine housed in outer case with vibration isolating support,2018
10001056,utility,2018-06-19,Internal combustion engine with variable compression ratio,2018
10001057,utility,2018-06-19,"Exhaust layout with accompanying firing sequence for two-stroke cycle, inline, opposed-piston engines",2018
10001058,utility,2018-06-19,Heat generation rate waveform calculation device of internal combustion engine and method for calculating heat generation rate waveform,2018
10001059,utility,2018-06-19,Accessory gearbox with tower shaft removal capability,2018
10001060,utility,2018-06-19,Valve assembly with oil shut-off valve,2018
10001061,utility,2018-06-19,Cooling system for gas turbine engines,2018
10001062,utility,2018-06-19,Aircraft turbine engine comprising an air intake housing with a variable aerodynamic profile,2018
10001063,utility,2018-06-19,Angled core gas turbine engine mounting,2018
10001064,utility,2018-06-19,Assembly of an inner fixed structure of a turbojet engine nacelle and of a thermal protection,2018
10001065,utility,2018-06-19,Control concept for closed loop Brayton cycle,2018
10001066,utility,2018-06-19,Rotary actuator for variable geometry vanes,2018
10001067,utility,2018-06-19,Carburetor with scavenging fluid flow,2018
10001068,utility,2018-06-19,Control apparatus for internal combustion engine,2018
10001069,utility,2018-06-19,Method for reducing exhaust gas of mild hybrid system,2018
10001070,utility,2018-06-19,Multi-fuel engine controls including multi-factor cost optimization,2018
10001071,utility,2018-06-19,Control system and control method for internal combustion engine,2018
10001073,utility,2018-06-19,Systems and methods for multiple catalyst light off events during drive cycle,2018
10001074,utility,2018-06-19,Control apparatus for internal combustion engine,2018
10001075,utility,2018-06-19,Internal combustion engine,2018
10001076,utility,2018-06-19,Control system of internal combustion engine,2018
10001077,utility,2018-06-19,Method and system to determine location of peak firing pressure,2018
10001078,utility,2018-06-19,Engine cooling system,2018
10001079,utility,2018-06-19,Coolant penetrating cold-end pressure vessel,2018
10001080,utility,2018-06-19,Thrust reverse variable area fan nozzle,2018
10001081,utility,2018-06-19,Thrust reverser for an aircraft turbojet engine nacelle,2018
10001082,utility,2018-06-19,Locking/unlocking device for a one-piece cowl of a thrust reverser of a turbojet engine nacelle,2018
10001083,utility,2018-06-19,Turbofan aircraft engine,2018
10001084,utility,2018-06-19,Aircraft powerplant with moveable nozzle member,2018
10001085,utility,2018-06-19,"Space storable, thrust-vectorable rocket motor nozzle and related methods",2018
10001086,utility,2018-06-19,Carburetor with throttle shaft retainer,2018
10001087,utility,2018-06-19,EGR power module and method of use thereof,2018
10001088,utility,2018-06-19,Convection heating assisted engine-off natural vacuum test,2018
10001089,utility,2018-06-19,Sludge detection and compensation for the continuously variable compressor recirculation valve,2018
10001090,utility,2018-06-19,Single-fuel reactivity controlled compression ignition combustion enabled by onboard fuel reformation,2018
10001091,utility,2018-06-19,Vehicle powertrain with onboard catalytic reformer,2018
10001092,utility,2018-06-19,Air cleaner for motorcycle,2018
10001093,utility,2018-06-19,Intake manifold having slosh prevention baffles,2018
10001094,utility,2018-06-19,Engine variable charge motion system,2018
10001095,utility,2018-06-19,Retainer with grounding feature for fuel system component,2018
10001096,utility,2018-06-19,Apparatus for mounting on a rotatable portion of a diesel filter,2018
10001097,utility,2018-06-19,"Fuel injection apparatus, a piston engine and method of operating a piston engine",2018
10001098,utility,2018-06-19,Fuel pump,2018
10001099,utility,2018-06-19,High-pressure pump arrangement for a combustion engine and method for manufacturing the same,2018
10001100,utility,2018-06-19,Valve assembly and fluid injector for a combustion engine,2018
10001101,utility,2018-06-19,Fuel injection valve,2018
10001102,utility,2018-06-19,Gas valve,2018
10001103,utility,2018-06-19,System with multiple starters and smart relay,2018
10001104,utility,2018-06-19,Control apparatus for internal combustion engine,2018
10001105,utility,2018-06-19,Compact electromagnetic plasma ignition device,2018
10001106,utility,2018-06-19,Sensor module for a pressure-measuring sheathed-element glow plug,2018
10001107,utility,2018-06-19,Energy conversion system and method,2018
10001108,utility,2018-06-19,Method and apparatus for operating a wind turbine with a variable speed limit that may be above or below a predetermined speed limit depending on whether there is an estimated detrimental overspeed state,2018
10001109,utility,2018-06-19,Multifunctional wind power green-energy apparatus,2018
10001110,utility,2018-06-19,Wind-driven electric generator array,2018
10001111,utility,2018-06-19,Transition body between tower sections of a wind turbine and wind turbine tower comprising same,2018
10001112,utility,2018-06-19,Solar/air turbine generator system,2018
10001113,utility,2018-06-19,Rotary core modular SMA device,2018
10001114,utility,2018-06-19,Continuous flow pumping system,2018
10001115,utility,2018-06-19,Air sampler with closed loop flow control system,2018
10001116,utility,2018-06-19,Sealed compressor and refrigeration device,2018
10001117,utility,2018-06-19,"Cryopump system, cryopump controller, and method for regenerating the cryopump",2018
10001118,utility,2018-06-19,Rapid-discharge-valve structural body and diaphragm pump,2018
10001119,utility,2018-06-19,Method and a system for protecting a resonant linear compressor,2018
10001120,utility,2018-06-19,Lightweight compressor crankcase assembly and method,2018
10001121,utility,2018-06-19,System and method for operating a pump,2018
10001122,utility,2018-06-19,Scroll compressor,2018
10001123,utility,2018-06-19,Fluid pressure changing device,2018
10001124,utility,2018-06-19,Oil-cooled gas compressor,2018
10001125,utility,2018-06-19,"Fluidics module, device and method for pumping a liquid",2018
10001126,utility,2018-06-19,Vacuum pump,2018
10001127,utility,2018-06-19,Portable DC cooling fan with simulated oscillation,2018
10001128,utility,2018-06-19,Fan impeller,2018
10001129,utility,2018-06-19,Impeller of a centrifugal pump apparatus,2018
10001130,utility,2018-06-19,Vacuum pump,2018
10001131,utility,2018-06-19,Water pump,2018
10001132,utility,2018-06-19,Axially split pump,2018
10001133,utility,2018-06-19,Low-cavitation impeller and pump,2018
10001134,utility,2018-06-19,Rotor disc,2018
10001135,utility,2018-06-19,"Propeller of a pulsed airflow generator, in particular for a portable blower",2018
10001136,utility,2018-06-19,Panel attachment system,2018
10001137,utility,2018-06-19,Exhaust-gas turbocharger,2018
10001138,utility,2018-06-19,Powered ventilators,2018
10001139,utility,2018-06-19,Electric coolant pump,2018
10001140,utility,2018-06-19,Fan cover with plurality of openings,2018
10001141,utility,2018-06-19,Compressor,2018
10001142,utility,2018-06-19,Turbine casing of an exhaust-gas turbocharger,2018
10001143,utility,2018-06-19,"Method for assembling compressor, and bundle guide device",2018
10001144,utility,2018-06-19,Blower,2018
10001145,utility,2018-06-19,Electro-pneumatic converter with balanced flapper,2018
10001146,utility,2018-06-19,Flow control device and flow control method for construction machine,2018
10001147,utility,2018-06-19,Independent metering valve priority in open center hydraulic system,2018
10001148,utility,2018-06-19,Systems and methods for detecting a type of hydraulic device,2018
10001149,utility,2018-06-19,Manufacturing soft devices out of sheet materials,2018
10001150,utility,2018-06-19,Screen for hydraulic valve and hydraulic valve,2018
10001151,utility,2018-06-19,Air flow hood,2018
10001152,utility,2018-06-19,Fluid transport pipe,2018
10001153,utility,2018-06-19,Holding bracket with four claw units,2018
10001154,utility,2018-06-19,Connecting structure for barbecue grill,2018
10001155,utility,2018-06-19,Expansible fixing plug,2018
10001156,utility,2018-06-19,Dynamic sleeve insert for use with a blind fastener system,2018
10001157,utility,2018-06-19,Expansible fixing plug,2018
10001158,utility,2018-06-19,Anti-rotation for eccentric bushings,2018
10001159,utility,2018-06-19,Park brake system adjustment tool,2018
10001160,utility,2018-06-19,Connecting rod for an air compressor,2018
10001161,utility,2018-06-19,Rotary flex union,2018
10001162,utility,2018-06-19,Laborsaving rotation shaft device,2018
10001163,utility,2018-06-19,Ball joint with improved upper bearing and method of construction thereof,2018
10001164,utility,2018-06-19,Double-row spherical roller bearing,2018
10001165,utility,2018-06-19,Thrust magnetic bearing for bias compensation,2018
10001166,utility,2018-06-19,Gas distribution labyrinth for bearing pad,2018
10001167,utility,2018-06-19,Ball bearing,2018
10001168,utility,2018-06-19,Spherical roller bearing arrangement,2018
10001169,utility,2018-06-19,Prong type cage for a double row roller bearing assembly,2018
10001170,utility,2018-06-19,Rolling bearing,2018
10001171,utility,2018-06-19,Rolling bearing,2018
10001172,utility,2018-06-19,Bearing having a cage provided with a wire and a seal,2018
10001173,utility,2018-06-19,Two-roller roll press with thrust bearing construction,2018
10001174,utility,2018-06-19,Bearing device and beading device fixing plate,2018
10001175,utility,2018-06-19,Transmission output shaft,2018
10001176,utility,2018-06-19,Apparatus for adjusting clearance of clutch cable for vehicle,2018
10001177,utility,2018-06-19,Irreversible mechanism,2018
10001178,utility,2018-06-19,One-way clutch,2018
10001179,utility,2018-06-19,Control apparatus for power transmission system,2018
10001180,utility,2018-06-19,Brake rotor assembly and a brake rotor weight,2018
10001181,utility,2018-06-19,Method for producing a brake disk and a brake disk,2018
10001182,utility,2018-06-19,Actuator of electric parking brake system,2018
10001183,utility,2018-06-19,Brake apparatus,2018
10001184,utility,2018-06-19,Hydraulic anti-lock brake wheel cylinder and axle braking system,2018
10001185,utility,2018-06-19,Brake unit,2018
10001186,utility,2018-06-19,Electric actuator for S-cam brake,2018
10001187,utility,2018-06-19,Brake caliper with brake pad timing and retraction controller,2018
10001188,utility,2018-06-19,Electromechanical actuator comprising a dual-function braking device,2018
10001189,utility,2018-06-19,Shock absorber,2018
10001190,utility,2018-06-19,Cylinder device,2018
10001191,utility,2018-06-19,Pneumatically tuned vehicle powertrain mounts,2018
10001192,utility,2018-06-19,Torsional vibration reducing apparatus,2018
10001193,utility,2018-06-19,Transmission belt,2018
10001194,utility,2018-06-19,"Device for driving in rotation a toothed wheel, in particular a turntable",2018
10001195,utility,2018-06-19,Gear transmission,2018
10001196,utility,2018-06-19,Continuously variable transmission,2018
10001197,utility,2018-06-19,Multiple speed transmission with integrated low range,2018
10001198,utility,2018-06-19,Planetary gear train of automatic transmission for vehicles,2018
10001199,utility,2018-06-19,Continuously variable transmission and method for controlling the same,2018
10001200,utility,2018-06-19,Continuous and reversible mechanical gear system with a power branch,2018
10001201,utility,2018-06-19,Axle assembly with interaxle differential support,2018
10001202,utility,2018-06-19,Limited slip differential assembly,2018
10001203,utility,2018-06-19,Sprocket assembly,2018
10001204,utility,2018-06-19,Vibration isolation structure of power unit including torque dampers,2018
10001205,utility,2018-06-19,Control apparatus of four-wheel drive vehicle,2018
10001206,utility,2018-06-19,Power transmission system for vehicle,2018
10001207,utility,2018-06-19,Tertiary chain lacing assembly,2018
10001209,utility,2018-06-19,Linear expansion reduction of metal component assemblies using composites,2018
10001210,utility,2018-06-19,Lubrication structure and transmission,2018
10001211,utility,2018-06-19,Shift knob assembly for vehicle,2018
10001212,utility,2018-06-19,Control system of machine tool,2018
10001213,utility,2018-06-19,Transmission and control method of transmission,2018
10001214,utility,2018-06-19,Seal arrangement and method of sealing,2018
10001215,utility,2018-06-19,Methods and devices for cutting composite material and sealing devices made of composite material,2018
10001216,utility,2018-06-19,Metal end cap seal,2018
10001217,utility,2018-06-19,Magnetic rotary seal with improved drain back,2018
10001218,utility,2018-06-19,Hinged valve,2018
10001219,utility,2018-06-19,Double seat valve,2018
10001220,utility,2018-06-19,Pipeline isolation check plug,2018
10001221,utility,2018-06-19,Gas valve with rubber seal packing on the closing member,2018
10001222,utility,2018-06-19,Pressure relief module,2018
10001223,utility,2018-06-19,Electromagnetic valve device and coil former,2018
10001224,utility,2018-06-19,Smart solenoid for controlling fluid flow,2018
10001225,utility,2018-06-19,Geared interface having non-linear feedback,2018
10001226,utility,2018-06-19,Multi-fit clip,2018
10001227,utility,2018-06-19,Household appliance comprising a locking element,2018
10001228,utility,2018-06-19,Unbonded flexible pipe,2018
10001229,utility,2018-06-19,Flexible pipe body and method of manufacture,2018
10001230,utility,2018-06-19,Press fitting and use thereof,2018
10001231,utility,2018-06-19,Coupling arrangement for pipelines,2018
10001232,utility,2018-06-19,Systems and methods for duct protection,2018
10001233,utility,2018-06-19,Vacuum-pipe connecting member for detecting gas leak,2018
10001234,utility,2018-06-19,Pipe coupling for a riser for the connection of an oil or gas well to an oil rig,2018
10001235,utility,2018-06-19,Sealing system having interlocking inner diameter seal element to resist pressure changes,2018
10001236,utility,2018-06-19,Male bayonet connector,2018
10001237,utility,2018-06-19,Anti-loosening buckle and hose connector using same,2018
10001238,utility,2018-06-19,Repair of pipes,2018
10001239,utility,2018-06-19,System to repair deformations in elastomeric hoses,2018
10001240,utility,2018-06-19,"Pig ramp, system and method",2018
10001241,utility,2018-06-19,Microphone stand having articulating shaft,2018
10001242,utility,2018-06-19,Stand for a portable device with a graphic user interface display,2018
10001243,utility,2018-06-19,Flexible kickstand and mounting apparatus for portable electronic device,2018
10001244,utility,2018-06-19,"Robust, adjustable container holder",2018
10001245,utility,2018-06-19,Apparatus and method for coupling an end effector to a structure,2018
